性质,院校名称,专业组,专业号,批次,招生专业,公共课（科目）[分值：100/100],专业基础课（科目）[分值：100],专业综合课（科目）[分值：200],专综类型,学费,教学地点,住宿费,前置要求
民办,广东培正学院,12,26,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,36000,广州市花都区,3200-4500,不限
民办,广东培正学院,12,27,普通批,服装与服饰设计,政治 / 英语,艺术概论,设计基础,统考,36000,广州市花都区,3200-4500,不限
民办,广东培正学院,12,28,普通批,工艺美术,政治 / 英语,艺术概论,设计基础,统考,36000,广州市花都区,3200-4500,不限
民办,广东培正学院,13,29,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,14,30,普通批,小学教育,政治 / 英语,教育理论,学前教育基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,14,31,普通批,学前教育,政治 / 英语,教育理论,学前教育基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,15,11,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,32800,广州市花都区,3200-4500,限招
民办,广东培正学院,15,12,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,32800,广州市花都区,3200-4500,限招
民办,广州科技职业技术大学,01,001,普通批,建筑工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,01,002,普通批,计算机应用工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,01,003,普通批,大数据工程技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,01,004,普通批,数字媒体技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,01,005,普通批,数字印刷工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,26800,广州校区,1400-3600,不限
民办,广州科技职业技术大学,02,006,普通批,应用英语,政治 / 英语,大学语文,英语基础与写作,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,03,007,普通批,网络与新媒体,政治 / 英语,大学语文,网络与新媒体基础,校考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,04,008,普通批,环境艺术设计,政治 / 英语,艺术概论,设计基础,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,04,009,普通批,建筑设计,政治 / 英语,艺术概论,设计基础,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,05,010,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,06,011,普通批,学前教育,政治 / 英语,教育理论,学前教育基础,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,07,012,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,08,013,普通批,物流工程技术,政治 / 英语,管理学,市场营销学,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,08,014,普通批,企业数字化管理,政治 / 英语,管理学,市场营销学,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,08,015,普通批,酒店管理,政治 / 英语,管理学,市场营销学,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,09,016,普通批,旅游管理,政治 / 英语,管理学,行政管理学,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,10,017,普通批,大数据与财务管理,政治 / 英语,管理学,基础会计学,统考,33000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,11,018,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,12,019,普通批,护理,政治 / 英语,生理学,护理学基础,校考,35000,广州校区,1400-3600,限招
民办,广州科技职业技术大学,13,020,普通批,药学,政治 / 英语,生理学,药理学,校考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,14,021,普通批,中药学,政治 / 英语,生理学,中药学,统考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,15,022,普通批,康复治疗,政治 / 英语,生理学,康复治疗综合,校考,35000,广州校区,1400-3600,不限
民办,广州科技职业技术大学,16,023,普通批,智能制造工程技术,政治 / 英语,高等数学,机械工程基础,统考,31500,广州校区,1400-3600,不限
民办,广州科技职业技术大学,16,024,普通批,汽车服务工程技术,政治 / 英语,高等数学,机械工程基础,统考,26800,广州校区,1400-3600,不限
民办,广州科技职业技术大学,16,025,普通批,机械设计制造及自动化,政治 / 英语,高等数学,机械工程基础,统考,29800,广州校区,1400-3600,不限
民办,珠海科技学院,1,1,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,34000,珠海市,3000,限招
民办,珠海科技学院,2,2,普通批,动画,政治 / 英语,艺术概论,设计基础,统考,34000,珠海市,3000,限招
民办,珠海科技学院,3,3,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,4,4,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,5,5,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,6,6,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,7,7,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,8,8,普通批,行政管理,政治 / 英语,管理学,行政管理学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,9,9,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,10,10,普通批,电子信息科学与技术,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,11,11,普通批,通信工程,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,12,12,普通批,微电子科学与工程,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,13,13,普通批,自动化,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,14,14,普通批,无人驾驶航空器系统工程,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,15,15,普通批,飞行器设计与工程,政治 / 英语,高等数学,电子技术基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,16,16,普通批,机械设计制造及其自动化,政治 / 英语,高等数学,机械工程基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,17,17,普通批,车辆工程,政治 / 英语,高等数学,机械工程基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,18,18,普通批,机械电子工程,政治 / 英语,高等数学,机械工程基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,19,19,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,31000,珠海市,3000,限招
民办,珠海科技学院,20,20,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,31000,珠海市,3000,限招
民办,珠海科技学院,21,21,普通批,学前教育,政治 / 英语,教育理论,学前教育基础,统考,31000,珠海市,3000,限招
民办,珠海科技学院,22,22,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,23,23,普通批,投资学,政治 / 英语,经济学,金融学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,24,24,普通批,金融学,政治 / 英语,经济学,金融学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,25,25,普通批,金融工程,政治 / 英语,经济学,金融学,统考,31000,珠海市,3000,基本不限
民办,珠海科技学院,26,26,普通批,建筑学,政治 / 英语,高等数学,建筑概论,校考,31000,珠海市,3000,限招
民办,珠海科技学院,27,27,普通批,城乡规划,政治 / 英语,高等数学,城市设计基础,校考,31000,珠海市,3000,限招
民办,珠海科技学院,28,28,普通批,旅游管理,政治 / 英语,管理学,旅游学概论,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,29,29,普通批,酒店管理,政治 / 英语,管理学,旅游学概论,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,30,30,普通批,会展经济与管理,政治 / 英语,管理学,旅游学概论,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,31,31,普通批,劳动与社会保障,政治 / 英语,管理学,社会保障概论,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,32,32,普通批,社会工作,政治 / 英语,民法,社会工作综合能力,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,33,33,普通批,制药工程,政治 / 英语,高等数学,生物制药工艺学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,34,34,普通批,药物制剂,政治 / 英语,生理学,药剂学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,35,35,普通批,应用化学,政治 / 英语,高等数学,基础化学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,36,36,普通批,化学工程与工艺,政治 / 英语,高等数学,基础化学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,37,37,普通批,材料科学与工程,政治 / 英语,高等数学,材料科学与工程基础,校考,31000,珠海市,3000,限招
民办,珠海科技学院,38,38,普通批,食品质量与安全,政治 / 英语,高等数学,食品安全与卫生学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,39,39,普通批,物流管理,政治 / 英语,管理学,物流学,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,40,40,普通批,物流工程,政治 / 英语,管理学,物流学,校考,31000,珠海市,3000,基本不限
民办,珠海科技学院,41,41,普通批,健康服务与管理,政治 / 英语,管理学,健康管理学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,42,42,普通批,护理学,政治 / 英语,生理学,基础护理学,校考,31000,珠海市,3000,限招
民办,珠海科技学院,43,43,普通批,休闲体育,政治 / 英语,体育理论,休闲体育概论,校考,31000,珠海市,3000,限招
民办,珠海科技学院,44,44,普通批,音乐教育,政治 / 英语,艺术概论,声乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,45,45,普通批,音乐学(师范),政治 / 英语,艺术概论,声乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,46,46,普通批,音乐表演,政治 / 英语,艺术概论,钢琴技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,47,47,普通批,音乐学(师范),政治 / 英语,艺术概论,钢琴技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,48,48,普通批,音乐表演,政治 / 英语,艺术概论,管乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,49,49,普通批,音乐学(师范),政治 / 英语,艺术概论,管乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,50,50,普通批,音乐表演,政治 / 英语,艺术概论,弦乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,51,51,普通批,音乐学(师范),政治 / 英语,艺术概论,弦乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,52,52,普通批,音乐表演,政治 / 英语,艺术概论,民乐技能面试,校考,34000,珠海市,3000,限招
民办,珠海科技学院,53,53,普通批,音乐学(师范),政治 / 英语,艺术概论,民乐技能面试,校考,34000,珠海市,3000,限招
民办,东莞城市学院,01,001,普通批,环境工程,政治 / 英语,高等数学,环境学基础,校考,34800,校本部,1750-2800,不限
民办,东莞城市学院,02,002,普通批,工程造价,政治 / 英语,管理学,工程项目管理,校考,34800,校本部,1750-2800,不限
民办,东莞城市学院,03,003,普通批,人文地理与城乡规划,政治 / 英语,高等数学,城市规划原理,校考,34800,校本部,1750-2800,不限
民办,东莞城市学院,04,004,普通批,机械电子工程,政治 / 英语,高等数学,机械工程基础,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,04,006,普通批,机械设计制造及其自动化,政治 / 英语,高等数学,机械工程基础,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,05,005,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,06,007,普通批,产品设计,政治 / 英语,艺术概论,设计基础,统考,36800,校本部,1750-2800,不限
民办,东莞城市学院,06,008,普通批,新媒体艺术,政治 / 英语,艺术概论,设计基础,统考,36800,校本部,1750-2800,不限
民办,东莞城市学院,06,009,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,36800,校本部,1750-2800,不限
民办,东莞城市学院,06,010,普通批,数字媒体艺术,政治 / 英语,艺术概论,设计基础,统考,36800,校本部,1750-2800,不限
民办,东莞城市学院,07,011,普通批,社会工作,政治 / 英语,民法,社会工作概论,校考,34800,校本部,1750-2800,不限
民办,东莞城市学院,08,012,普通批,行政管理,政治 / 英语,管理学,行政管理学,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,09,013,普通批,法学,政治 / 英语,民法,法理学,统考,35800,校本部,1750-2800,不限
民办,东莞城市学院,10,014,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,10,015,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,11,016,普通批,数据科学与大数据技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,11,017,普通批,物联网工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,11,018,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,35800,校本部,1750-2800,不限
民办,东莞城市学院,11,019,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,35800,校本部,1750-2800,不限
民办,东莞城市学院,12,020,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,13,021,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,14,022,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,15,023,普通批,物流管理,政治 / 英语,管理学,市场营销学,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,15,024,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,15,025,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,16,026,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,35800,校本部,1750-2800,不限
民办,东莞城市学院,17,027,普通批,音乐表演,政治 / 英语,艺术概论,音乐表演专业测试,校考,38800,校本部,1750-2800,不限
民办,东莞城市学院,18,028,普通批,表演,政治 / 英语,艺术概论,表演专业测试,校考,38800,校本部,1750-2800,不限
民办,东莞城市学院,19,029,普通批,音乐学,政治 / 英语,艺术概论,音乐学专业测试,校考,37800,校本部,1750-2800,不限
民办,东莞城市学院,20,030,普通批,舞蹈编导,政治 / 英语,艺术概论,舞蹈基本功与专业测试,校考,38800,校本部,1750-2800,不限
民办,东莞城市学院,21,031,普通批,网络与新媒体,政治 / 英语,大学语文,汉语言文学学科基础,统考,34800,校本部,1750-2800,不限
民办,东莞城市学院,21,033,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,35800,校本部,1750-2800,不限
民办,东莞城市学院,22,032,普通批,小学教育,政治 / 英语,教育理论,汉语言文学学科基础,统考,34800,校本部,1750-2800,不限
民办,广州理工学院,01,001,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,01,002,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,01,003,普通批,通信工程,政治 / 英语,高等数学,电子技术基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,01,004,普通批,自动化,政治 / 英语,高等数学,电子技术基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,02,005,普通批,机械设计制造及其自动化,政治 / 英语,高等数学,机械工程基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,02,006,普通批,机器人工程,政治 / 英语,高等数学,机械工程基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,02,007,普通批,智能制造工程,政治 / 英语,高等数学,机械工程基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,02,008,普通批,车辆工程,政治 / 英语,高等数学,机械工程基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,03,009,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,03,010,普通批,网络工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,03,011,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,03,012,普通批,数据科学与大数据技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,04,013,普通批,数字媒体技术,政治 / 英语,高等数学,数字媒体技术导论,校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,05,014,普通批,工程造价,政治 / 英语,管理学,工程项目管理,校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,05,015,普通批,工程管理,政治 / 英语,管理学,工程项目管理,校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,06,016,普通批,土木工程,政治 / 英语,高等数学,建筑材料,校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,07,017,普通批,建筑环境与能源应用工程,政治 / 英语,高等数学,建筑设备,校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,08,018,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,32800,广州校区,2800-3600,不限
民办,广州理工学院,09,019,普通批,物流管理,政治 / 英语,管理学,物流基础,校考,32800,广州校区,2800-3600,不限
民办,广州理工学院,10,020,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,11,021,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,12,022,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,13,023,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,14,024,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,15,025,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,15,026,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,16,027,普通批,日语,政治,大学语文,"基础日语,专业课:日语阅读与写作",校考,33800,广州校区,2800-3600,不限
民办,广州理工学院,17,028,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,17,029,普通批,网络与新媒体,政治 / 英语,大学语文,汉语言文学学科基础,统考,33800,广州校区,2800-3600,不限
民办,广州理工学院,18,030,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,37000,广州校区,2800-3600,限招
民办,广州理工学院,18,031,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,37000,广州校区,2800-3600,限招
民办,广州理工学院,18,032,普通批,数字媒体艺术,政治 / 英语,艺术概论,设计基础,统考,37000,广州校区,2800-3600,限招
民办,广州理工学院,18,033,普通批,产品设计,政治 / 英语,艺术概论,设计基础,统考,37000,广州校区,2800-3600,限招
民办,广州理工学院,19,034,普通批,音乐表演,政治 / 英语,艺术概论,音乐技能表演,校考,37000,广州校区,2800-3600,限招
民办,广州理工学院,20,035,普通批,舞蹈表演,政治 / 英语,艺术概论,舞蹈表演技能,校考,37000,广州校区,2800-3600,限招
民办,广州城市理工学院,28,1,普通批,交通工程,政治 / 英语,高等数学,电子技术基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,28,2,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,28,3,普通批,通信工程,政治 / 英语,高等数学,电子技术基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,28,4,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,29,5,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,29,6,普通批,供应链管理,政治 / 英语,管理学,电子商务概论,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,30,7,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,30,8,普通批,国际经济与贸易（跨境电商和国际物流）,政治 / 英语,经济学,国际贸易理论与实务,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,31,9,普通批,机械工程,政治 / 英语,高等数学,机械工程基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,31,10,普通批,机械电子工程,政治 / 英语,高等数学,机械工程基础,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,32,11,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,33,12,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,33,13,普通批,会计学（注册会计师）,政治 / 英语,管理学,基础会计学,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,33,14,普通批,工业设计,政治 / 英语,高等数学,计算机基础与程序设计,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,33,15,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,33,16,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,33,17,普通批,数据科学与大数据技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,33,18,普通批,建筑学（智慧人居环境方向）,政治 / 英语,高等数学,计算机基础与程序设计,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,34,19,普通批,经济学,政治 / 英语,经济学,金融学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,34,20,普通批,金融工程,政治 / 英语,经济学,金融学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,34,21,普通批,投资学,政治 / 英语,经济学,金融学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,35,22,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,36,23,普通批,服装与服饰设计,政治 / 英语,艺术概论,设计基础,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,36,24,普通批,产品设计,政治 / 英语,艺术概论,设计基础,统考,31000,校本部,2800-4000,不限
民办,广州城市理工学院,37,25,普通批,宝石及材料工艺学,政治 / 英语,高等数学,市场营销学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,38,26,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,38,27,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,39,28,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,39,29,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,40,62,普通批,土木工程,政治 / 英语,高等数学,工程力学,校考,30000,校本部,2800-4000,不限
民办,广州城市理工学院,41,63,普通批,建筑学（城市更新方向）,政治 / 英语,高等数学,建筑设计综合,校考,30000,校本部,2800-4000,不限
